Oscilloscope data. 
Time step = 20,00 uS
Voltage step = 156,3 mV
Zero level = 116

N 	Smpl.	Trig
508	0	0
509	5	0
510	71	0
511	158	0
512	223	0
513	239	0
514	197	0
515	118	0
516	37	0
517	0	0
518	0	0
519	53	0
520	136	0
521	210	0
522	241	0
523	217	0
524	147	0
525	63	0
526	1	0
527	0	0
528	25	0
529	101	0
530	181	0
531	233	0
532	235	0
533	186	0
534	107	0
535	31	0
536	0	0
537	0	0
538	51	0
539	130	0
540	203	0
541	239	0
542	224	0
543	165	0
544	85	0
545	16	0
546	0	0
547	5	0
548	65	0
549	145	0
550	212	0
551	241	0
552	221	0
553	159	0
554	81	0
555	14	0
556	0	0
557	3	0
558	62	0
559	139	0
560	207	0
561	239	0
562	225	0
563	170	0
564	94	0
565	25	0
566	0	0
567	0	0
568	45	0
569	117	0
570	189	0
571	235	0
572	235	0
573	194	0
574	125	0
575	51	0
576	0	0
577	0	0
578	15	0
579	77	0
580	152	0
581	213	0
582	241	0
583	225	0
584	172	0
585	100	0
586	31	0
587	0	0
588	0	0
589	27	0
590	93	0
591	165	0
592	219	0
593	241	0
594	220	0
595	166	0
596	96	0
597	31	0
598	0	0
599	0	0
600	25	0
601	87	0
602	157	0
603	213	0
604	241	0
605	227	0
606	181	0
607	113	0
608	47	0
609	0	0
610	0	0
611	7	0
612	60	0
613	128	0
614	192	0
615	233	0
616	239	0
617	208	0
618	152	0
619	85	0
620	25	0
621	0	0
622	0	0
623	21	0
624	78	0
625	145	0
626	202	0
627	237	0
628	237	0
629	204	0
630	147	0
631	81	0
632	24	0
633	0	0
634	0	0
635	17	0
636	71	0
637	135	0
638	193	0
639	231	0
640	240	0
641	216	0
642	166	0
643	104	0
644	44	0
645	1	0
646	0	0
647	0	0
648	41	0
649	101	0
650	161	0
651	211	0
652	238	0
653	235	0
654	204	0
655	151	0
656	90	0
657	34	0
658	0	0
659	0	0
660	2	0
661	43	0
662	101	0
663	159	0
664	209	0
665	237	0
666	238	0
667	212	0
668	165	0
669	107	0
670	50	0
671	7	0
672	0	0
673	0	0
674	21	0
675	70	0
676	127	0
677	181	0
678	222	0
679	241	0
680	233	0
681	201	0
682	153	0
683	97	0
684	44	0
685	4	0
686	0	0
687	0	0
688	19	0
689	65	0
690	119	0
691	173	0
692	215	0
693	238	0
694	237	0
695	215	0
696	173	0
697	121	0
698	69	0
699	23	0
700	0	0
701	0	0
702	0	0
703	30	0
704	78	0
705	130	0
706	180	0
707	218	0
708	238	0
709	238	0
710	217	0
711	177	0
712	129	0
713	78	0
714	33	0
715	1	0
716	0	0
717	0	0
718	14	0
719	53	0
720	101	0
721	150	0
722	194	0
723	226	0
724	240	0
725	235	0
726	213	0
727	175	0
728	129	0
729	80	0
730	37	0
731	5	0
732	0	0
733	0	0
734	4	0
735	37	0
736	79	0
737	126	0
738	171	0
739	209	0
740	233	0
741	241	0
742	232	0
743	207	0
744	171	0
745	127	0
746	82	0
747	41	0
748	8	0
749	0	0
750	0	0
751	0	0
752	21	0
753	57	0
754	100	0
755	145	0
756	183	0
757	216	0
758	235	0
759	241	0
760	231	0
761	209	0
762	176	0
763	135	0
764	93	0
765	53	0
766	19	0
767	0	0
768	0	0
769	0	0
770	3	0
771	29	0
772	65	0
773	105	0
774	145	0
775	181	0
776	213	0
777	232	0
778	241	0
779	237	0
780	221	0
781	195	0
782	161	0
783	123	0
784	85	0
785	48	0
786	18	0
787	0	0
788	0	0
789	0	0
790	0	0
791	17	0
792	47	0
793	81	0
794	117	0
795	154	0
796	187	0
797	214	0
798	231	0
799	240	0
800	239	0
801	227	0
802	206	0
803	179	0
804	147	0
805	112	0
806	77	0
807	46	0
808	18	0
809	0	0
810	0	0
811	0	0
812	0	0
813	6	0
814	28	0
815	54	0
816	86	0
817	119	0
818	151	0
819	180	0
820	206	0
821	225	0
822	237	0
823	241	0
824	237	0
825	225	0
826	206	0
827	182	0
828	155	0
829	125	0
830	94	0
831	65	0
832	38	0
833	15	0
834	0	0
835	0	0
836	0	0
837	0	0
838	0	0
839	12	0
840	32	0
841	57	0
842	85	0
843	113	0
844	141	0
845	167	0
846	191	0
847	211	0
848	227	0
849	236	0
850	241	0
851	239	0
852	233	0
853	220	0
854	204	0
855	183	0
856	160	0
857	135	0
858	110	0
859	85	0
860	61	0
861	38	0
862	19	0
863	5	0
864	0	0
865	0	0
866	0	0
867	0	0
868	0	0
869	6	0
870	19	0
871	36	0
872	57	0
873	78	0
874	100	0
875	123	0
876	145	0
877	166	0
878	185	0
879	202	0
880	217	0
881	228	0
882	235	0
883	240	0
884	241	0
885	238	0
886	232	0
887	222	0
888	211	0
889	197	0
890	181	0
891	163	0
892	145	0
893	125	0
894	107	0
895	87	0
896	69	0
897	53	0
898	36	0
899	22	0
900	11	0
901	1	0
902	0	0
903	0	0
904	0	0
905	0	0
906	0	0
907	0	0
908	0	0
909	6	0
910	14	0
911	25	0
912	38	0
913	52	0
914	65	0
915	80	0
916	96	0
917	111	0
918	125	0
919	141	0
920	154	0
921	168	0
922	180	0
923	192	0
924	202	0
925	211	0
926	220	0
927	227	0
928	232	0
929	236	0
930	239	0
931	241	0
932	241	0
933	240	0
934	237	0
935	235	0
936	230	0
937	225	0
938	219	0
939	213	0
940	205	0
941	197	0
942	189	0
943	180	0
944	171	0
945	161	0
946	152	0
947	142	0
948	133	0
949	123	0
950	115	0
951	105	0
952	97	0
953	89	0
954	80	0
955	72	0
956	64	0
957	56	0
958	49	0
959	43	0
960	37	0
961	31	0
962	25	0
963	21	0
964	15	0
965	12	0
966	8	0
967	5	0
968	1	0
969	0	0
970	0	0
971	0	0
972	0	0
973	0	0
974	0	0
975	0	0
976	0	0
977	0	0
978	0	0
979	0	0
980	0	0
981	0	0
982	0	0
983	0	0
984	0	0
985	0	0
986	0	0
987	0	0
988	0	0
989	0	0
990	0	0
991	0	0
992	0	0
993	0	0
994	0	0
995	0	0
996	0	0
997	0	0
998	0	0
999	0	0
